region,year,indicator,value,unit,theme,source_csv,source_label,inherited,survey_type,dt_years
Bono East,2016,mcpr_married,,percent,contraception,fp2020,,False,MIS,2.0
Bono East,2019,mcpr_married,,percent,contraception,fp2020,,False,MIS,3.0
Bono East,2022,mcpr_married,20.7,percent,contraception,fp2020,Bono East,False,DHS,3.0
Northern,1988,mcpr_married,0.7,percent,contraception,fp2020,"Northern, Upper West, Upper East",True,DHS,
Northern,1993,mcpr_married,5.1,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
Northern,1998,mcpr_married,5.6,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
Northern,2003,mcpr_married,7.7,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
Northern,2008,mcpr_married,5.7,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
Northern,2014,mcpr_married,10.8,percent,contraception,fp2020,Northern (pre 2022),True,DHS,6.0
Northern,2016,mcpr_married,,percent,contraception,fp2020,,False,MIS,2.0
Northern,2019,mcpr_married,,percent,contraception,fp2020,,False,MIS,3.0
Northern,2022,mcpr_married,17.2,percent,contraception,fp2020,Northern(post 2022),True,DHS,3.0
Savannah,1988,mcpr_married,0.7,percent,contraception,fp2020,"Northern, Upper West, Upper East",True,DHS,
Savannah,1993,mcpr_married,5.1,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
Savannah,1998,mcpr_married,5.6,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
Savannah,2003,mcpr_married,7.7,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
Savannah,2008,mcpr_married,5.7,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
Savannah,2014,mcpr_married,10.8,percent,contraception,fp2020,Northern (pre 2022),True,DHS,6.0
Savannah,2016,mcpr_married,,percent,contraception,fp2020,,False,MIS,2.0
Savannah,2019,mcpr_married,,percent,contraception,fp2020,,False,MIS,3.0
Savannah,2022,mcpr_married,19.1,percent,contraception,fp2020,Savannah,False,DHS,3.0
North East,1988,mcpr_married,0.7,percent,contraception,fp2020,"Northern, Upper West, Upper East",True,DHS,
North East,1993,mcpr_married,5.1,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
North East,1998,mcpr_married,5.6,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
North East,2003,mcpr_married,7.7,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
North East,2008,mcpr_married,5.7,percent,contraception,fp2020,Northern (pre 2022),True,DHS,5.0
North East,2014,mcpr_married,10.8,percent,contraception,fp2020,Northern (pre 2022),True,DHS,6.0
North East,2016,mcpr_married,,percent,contraception,fp2020,,False,MIS,2.0
North East,2019,mcpr_married,,percent,contraception,fp2020,,False,MIS,3.0
North East,2022,mcpr_married,14.9,percent,contraception,fp2020,Northeast,True,DHS,3.0
Ashanti,1988,any_contra_married,10.1,percent,contraception,mics-indicators,Ashanti,False,DHS,
Ashanti,1993,any_contra_married,13.7,percent,contraception,mics-indicators,Ashanti,False,DHS,5.0
Ashanti,1998,any_contra_married,24.6,percent,contraception,mics-indicators,Ashanti,False,DHS,5.0
Ashanti,2003,any_contra_married,29.7,percent,contraception,mics-indicators,Ashanti,False,DHS,5.0
Ashanti,2008,any_contra_married,27.0,percent,contraception,mics-indicators,Ashanti,False,DHS,5.0
Ashanti,2014,any_contra_married,26.4,percent,contraception,mics-indicators,Ashanti,False,DHS,6.0
Ashanti,2016,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,2.0
Ashanti,2019,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,3.0
Ashanti,2022,any_contra_married,44.4,percent,contraception,mics-indicators,Ashanti,False,DHS,3.0
Central,1988,any_contra_married,9.7,percent,contraception,mics-indicators,Central,False,DHS,
Central,1993,any_contra_married,15.6,percent,contraception,mics-indicators,Central,False,DHS,5.0
Central,1998,any_contra_married,19.3,percent,contraception,mics-indicators,Central,False,DHS,5.0
Central,2003,any_contra_married,15.2,percent,contraception,mics-indicators,Central,False,DHS,5.0
Central,2008,any_contra_married,22.9,percent,contraception,mics-indicators,Central,False,DHS,5.0
Central,2014,any_contra_married,31.1,percent,contraception,mics-indicators,Central,False,DHS,6.0
Central,2016,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,2.0
Central,2019,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,3.0
Central,2022,any_contra_married,50.8,percent,contraception,mics-indicators,Central,False,DHS,3.0
Greater Accra,1988,any_contra_married,27.2,percent,contraception,mics-indicators,Greater Accra,False,DHS,
Greater Accra,1993,any_contra_married,36.8,percent,contraception,mics-indicators,Greater Accra,False,DHS,5.0
Greater Accra,1998,any_contra_married,32.2,percent,contraception,mics-indicators,Greater Accra,False,DHS,5.0
Greater Accra,2003,any_contra_married,34.0,percent,contraception,mics-indicators,Greater Accra,False,DHS,5.0
Greater Accra,2008,any_contra_married,32.6,percent,contraception,mics-indicators,Greater Accra,False,DHS,5.0
Greater Accra,2014,any_contra_married,28.7,percent,contraception,mics-indicators,Greater Accra,False,DHS,6.0
Greater Accra,2016,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,2.0
Greater Accra,2019,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,3.0
Greater Accra,2022,any_contra_married,32.0,percent,contraception,mics-indicators,Greater Accra,False,DHS,3.0
Eastern,1988,any_contra_married,11.4,percent,contraception,mics-indicators,Eastern,False,DHS,
Eastern,1993,any_contra_married,25.9,percent,contraception,mics-indicators,Eastern,False,DHS,5.0
Eastern,1998,any_contra_married,26.6,percent,contraception,mics-indicators,Eastern,False,DHS,5.0
Eastern,2003,any_contra_married,27.1,percent,contraception,mics-indicators,Eastern,False,DHS,5.0
Eastern,2008,any_contra_married,24.2,percent,contraception,mics-indicators,Eastern,False,DHS,5.0
Eastern,2014,any_contra_married,29.4,percent,contraception,mics-indicators,Eastern,False,DHS,6.0
Eastern,2016,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,2.0
Eastern,2019,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,3.0
Eastern,2022,any_contra_married,35.3,percent,contraception,mics-indicators,Eastern,False,DHS,3.0
Upper East,1988,any_contra_married,10.7,percent,contraception,mics-indicators,"Northern, Upper West, Upper East",True,DHS,
Upper East,1993,any_contra_married,10.2,percent,contraception,mics-indicators,Upper East,False,DHS,5.0
Upper East,1998,any_contra_married,9.0,percent,contraception,mics-indicators,Upper East,False,DHS,5.0
Upper East,2003,any_contra_married,11.9,percent,contraception,mics-indicators,Upper East,False,DHS,5.0
Upper East,2008,any_contra_married,14.7,percent,contraception,mics-indicators,Upper East,False,DHS,5.0
Upper East,2014,any_contra_married,23.7,percent,contraception,mics-indicators,Upper East,False,DHS,6.0
Upper East,2016,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,2.0
Upper East,2019,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,3.0
Upper East,2022,any_contra_married,35.5,percent,contraception,mics-indicators,Upper East,False,DHS,3.0
Upper West,1988,any_contra_married,10.7,percent,contraception,mics-indicators,"Northern, Upper West, Upper East",True,DHS,
Upper West,1993,any_contra_married,6.6,percent,contraception,mics-indicators,Upper West,False,DHS,5.0
Upper West,1998,any_contra_married,11.9,percent,contraception,mics-indicators,Upper West,False,DHS,5.0
Upper West,2003,any_contra_married,26.3,percent,contraception,mics-indicators,Upper West,False,DHS,5.0
Upper West,2008,any_contra_married,21.7,percent,contraception,mics-indicators,Upper West,False,DHS,5.0
Upper West,2014,any_contra_married,25.2,percent,contraception,mics-indicators,Upper West,False,DHS,6.0
Upper West,2016,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,2.0
Upper West,2019,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,3.0
Upper West,2022,any_contra_married,36.8,percent,contraception,mics-indicators,Upper West,False,DHS,3.0
Western,1988,any_contra_married,8.2,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,
Western,1993,any_contra_married,26.4,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,5.0
Western,1998,any_contra_married,18.3,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,5.0
Western,2003,any_contra_married,28.2,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,5.0
Western,2008,any_contra_married,19.1,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,5.0
Western,2014,any_contra_married,27.1,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,6.0
Western,2016,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,2.0
Western,2019,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,3.0
Western,2022,any_contra_married,44.8,percent,contraception,mics-indicators,Western (post 2022),True,DHS,3.0
Western North,1988,any_contra_married,8.2,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,
Western North,1993,any_contra_married,26.4,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,5.0
Western North,1998,any_contra_married,18.3,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,5.0
Western North,2003,any_contra_married,28.2,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,5.0
Western North,2008,any_contra_married,19.1,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,5.0
Western North,2014,any_contra_married,27.1,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,6.0
Western North,2016,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,2.0
Western North,2019,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,3.0
Western North,2022,any_contra_married,39.2,percent,contraception,mics-indicators,Western North,False,DHS,3.0
Volta,1988,any_contra_married,14.6,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,
Volta,1993,any_contra_married,25.2,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,5.0
Volta,1998,any_contra_married,21.1,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,5.0
Volta,2003,any_contra_married,23.6,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,5.0
Volta,2008,any_contra_married,28.6,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,5.0
Volta,2014,any_contra_married,32.2,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,6.0
Volta,2016,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,2.0
Volta,2019,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,3.0
Volta,2022,any_contra_married,35.6,percent,contraception,mics-indicators,Volta (post 2022),True,DHS,3.0
Oti,1988,any_contra_married,14.6,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,
Oti,1993,any_contra_married,25.2,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,5.0
Oti,1998,any_contra_married,21.1,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,5.0
Oti,2003,any_contra_married,23.6,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,5.0
Oti,2008,any_contra_married,28.6,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,5.0
Oti,2014,any_contra_married,32.2,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,6.0
Oti,2016,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,2.0
Oti,2019,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,3.0
Oti,2022,any_contra_married,32.0,percent,contraception,mics-indicators,Oti,False,DHS,3.0
Ahafo,1988,any_contra_married,12.0,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,
Ahafo,1993,any_contra_married,25.4,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Ahafo,1998,any_contra_married,24.7,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Ahafo,2003,any_contra_married,33.0,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Ahafo,2008,any_contra_married,29.0,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Ahafo,2014,any_contra_married,30.1,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,6.0
Ahafo,2016,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,2.0
Ahafo,2019,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,3.0
Ahafo,2022,any_contra_married,42.8,percent,contraception,mics-indicators,Ahafo,False,DHS,3.0
Bono,1988,any_contra_married,12.0,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,
Bono,1993,any_contra_married,25.4,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Bono,1998,any_contra_married,24.7,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Bono,2003,any_contra_married,33.0,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Bono,2008,any_contra_married,29.0,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Bono,2014,any_contra_married,30.1,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,6.0
Bono,2016,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,2.0
Bono,2019,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,3.0
Bono,2022,any_contra_married,38.5,percent,contraception,mics-indicators,Bono,False,DHS,3.0
Bono East,1988,any_contra_married,12.0,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,
Bono East,1993,any_contra_married,25.4,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Bono East,1998,any_contra_married,24.7,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Bono East,2003,any_contra_married,33.0,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Bono East,2008,any_contra_married,29.0,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Bono East,2014,any_contra_married,30.1,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,6.0
Bono East,2016,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,2.0
Bono East,2019,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,3.0
Bono East,2022,any_contra_married,22.1,percent,contraception,mics-indicators,Bono East,False,DHS,3.0
Northern,1988,any_contra_married,10.7,percent,contraception,mics-indicators,"Northern, Upper West, Upper East",True,DHS,
Northern,1993,any_contra_married,11.2,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
Northern,1998,any_contra_married,10.0,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
Northern,2003,any_contra_married,12.1,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
Northern,2008,any_contra_married,5.9,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
Northern,2014,any_contra_married,11.2,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,6.0
Northern,2016,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,2.0
Northern,2019,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,3.0
Northern,2022,any_contra_married,24.6,percent,contraception,mics-indicators,Northern(post 2022),True,DHS,3.0
Savannah,1988,any_contra_married,10.7,percent,contraception,mics-indicators,"Northern, Upper West, Upper East",True,DHS,
Savannah,1993,any_contra_married,11.2,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
Savannah,1998,any_contra_married,10.0,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
Savannah,2003,any_contra_married,12.1,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
Savannah,2008,any_contra_married,5.9,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
Savannah,2014,any_contra_married,11.2,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,6.0
Savannah,2016,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,2.0
Savannah,2019,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,3.0
Savannah,2022,any_contra_married,23.4,percent,contraception,mics-indicators,Savannah,False,DHS,3.0
North East,1988,any_contra_married,10.7,percent,contraception,mics-indicators,"Northern, Upper West, Upper East",True,DHS,
North East,1993,any_contra_married,11.2,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
North East,1998,any_contra_married,10.0,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
North East,2003,any_contra_married,12.1,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
North East,2008,any_contra_married,5.9,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
North East,2014,any_contra_married,11.2,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,6.0
North East,2016,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,2.0
North East,2019,any_contra_married,,percent,contraception,mics-indicators,,False,MIS,3.0
North East,2022,any_contra_married,17.1,percent,contraception,mics-indicators,Northeast,True,DHS,3.0
Ashanti,1988,unmet_need,,percent,contraception,mics-indicators,,False,DHS,
Ashanti,1993,unmet_need,45.4,percent,contraception,mics-indicators,Ashanti,False,DHS,5.0
Ashanti,1998,unmet_need,34.6,percent,contraception,mics-indicators,Ashanti,False,DHS,5.0
Ashanti,2003,unmet_need,28.1,percent,contraception,mics-indicators,Ashanti,False,DHS,5.0
Ashanti,2008,unmet_need,36.5,percent,contraception,mics-indicators,Ashanti,False,DHS,5.0
Ashanti,2014,unmet_need,31.8,percent,contraception,mics-indicators,Ashanti,False,DHS,6.0
Ashanti,2016,unmet_need,,percent,contraception,mics-indicators,,False,MIS,2.0
Ashanti,2019,unmet_need,,percent,contraception,mics-indicators,,False,MIS,3.0
Ashanti,2022,unmet_need,23.0,percent,contraception,mics-indicators,Ashanti,False,DHS,3.0
Central,1988,unmet_need,,percent,contraception,mics-indicators,,False,DHS,
Central,1993,unmet_need,42.5,percent,contraception,mics-indicators,Central,False,DHS,5.0
Central,1998,unmet_need,39.1,percent,contraception,mics-indicators,Central,False,DHS,5.0
Central,2003,unmet_need,49.6,percent,contraception,mics-indicators,Central,False,DHS,5.0
Central,2008,unmet_need,50.1,percent,contraception,mics-indicators,Central,False,DHS,5.0
Central,2014,unmet_need,29.4,percent,contraception,mics-indicators,Central,False,DHS,6.0
Central,2016,unmet_need,,percent,contraception,mics-indicators,,False,MIS,2.0
Central,2019,unmet_need,,percent,contraception,mics-indicators,,False,MIS,3.0
Central,2022,unmet_need,21.3,percent,contraception,mics-indicators,Central,False,DHS,3.0
Greater Accra,1988,unmet_need,,percent,contraception,mics-indicators,,False,DHS,
Greater Accra,1993,unmet_need,27.8,percent,contraception,mics-indicators,Greater Accra,False,DHS,5.0
Greater Accra,1998,unmet_need,29.9,percent,contraception,mics-indicators,Greater Accra,False,DHS,5.0
Greater Accra,2003,unmet_need,32.1,percent,contraception,mics-indicators,Greater Accra,False,DHS,5.0
Greater Accra,2008,unmet_need,26.7,percent,contraception,mics-indicators,Greater Accra,False,DHS,5.0
Greater Accra,2014,unmet_need,28.3,percent,contraception,mics-indicators,Greater Accra,False,DHS,6.0
Greater Accra,2016,unmet_need,,percent,contraception,mics-indicators,,False,MIS,2.0
Greater Accra,2019,unmet_need,,percent,contraception,mics-indicators,,False,MIS,3.0
Greater Accra,2022,unmet_need,26.0,percent,contraception,mics-indicators,Greater Accra,False,DHS,3.0
Eastern,1988,unmet_need,,percent,contraception,mics-indicators,,False,DHS,
Eastern,1993,unmet_need,37.9,percent,contraception,mics-indicators,Eastern,False,DHS,5.0
Eastern,1998,unmet_need,33.6,percent,contraception,mics-indicators,Eastern,False,DHS,5.0
Eastern,2003,unmet_need,35.9,percent,contraception,mics-indicators,Eastern,False,DHS,5.0
Eastern,2008,unmet_need,38.8,percent,contraception,mics-indicators,Eastern,False,DHS,5.0
Eastern,2014,unmet_need,35.1,percent,contraception,mics-indicators,Eastern,False,DHS,6.0
Eastern,2016,unmet_need,,percent,contraception,mics-indicators,,False,MIS,2.0
Eastern,2019,unmet_need,,percent,contraception,mics-indicators,,False,MIS,3.0
Eastern,2022,unmet_need,27.3,percent,contraception,mics-indicators,Eastern,False,DHS,3.0
Upper East,1988,unmet_need,,percent,contraception,mics-indicators,,False,DHS,
Upper East,1993,unmet_need,29.2,percent,contraception,mics-indicators,Upper East,False,DHS,5.0
Upper East,1998,unmet_need,26.6,percent,contraception,mics-indicators,Upper East,False,DHS,5.0
Upper East,2003,unmet_need,38.9,percent,contraception,mics-indicators,Upper East,False,DHS,5.0
Upper East,2008,unmet_need,33.7,percent,contraception,mics-indicators,Upper East,False,DHS,5.0
Upper East,2014,unmet_need,26.5,percent,contraception,mics-indicators,Upper East,False,DHS,6.0
Upper East,2016,unmet_need,,percent,contraception,mics-indicators,,False,MIS,2.0
Upper East,2019,unmet_need,,percent,contraception,mics-indicators,,False,MIS,3.0
Upper East,2022,unmet_need,17.9,percent,contraception,mics-indicators,Upper East,False,DHS,3.0
Upper West,1988,unmet_need,,percent,contraception,mics-indicators,,False,DHS,
Upper West,1993,unmet_need,30.1,percent,contraception,mics-indicators,Upper West,False,DHS,5.0
Upper West,1998,unmet_need,32.4,percent,contraception,mics-indicators,Upper West,False,DHS,5.0
Upper West,2003,unmet_need,25.3,percent,contraception,mics-indicators,Upper West,False,DHS,5.0
Upper West,2008,unmet_need,28.6,percent,contraception,mics-indicators,Upper West,False,DHS,5.0
Upper West,2014,unmet_need,27.5,percent,contraception,mics-indicators,Upper West,False,DHS,6.0
Upper West,2016,unmet_need,,percent,contraception,mics-indicators,,False,MIS,2.0
Upper West,2019,unmet_need,,percent,contraception,mics-indicators,,False,MIS,3.0
Upper West,2022,unmet_need,17.8,percent,contraception,mics-indicators,Upper West,False,DHS,3.0
Western,1988,unmet_need,,percent,contraception,mics-indicators,,False,DHS,
Western,1993,unmet_need,32.8,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,5.0
Western,1998,unmet_need,40.5,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,5.0
Western,2003,unmet_need,32.0,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,5.0
Western,2008,unmet_need,40.1,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,5.0
Western,2014,unmet_need,27.4,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,6.0
Western,2016,unmet_need,,percent,contraception,mics-indicators,,False,MIS,2.0
Western,2019,unmet_need,,percent,contraception,mics-indicators,,False,MIS,3.0
Western,2022,unmet_need,18.5,percent,contraception,mics-indicators,Western (post 2022),True,DHS,3.0
Western North,1988,unmet_need,,percent,contraception,mics-indicators,,False,DHS,
Western North,1993,unmet_need,32.8,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,5.0
Western North,1998,unmet_need,40.5,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,5.0
Western North,2003,unmet_need,32.0,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,5.0
Western North,2008,unmet_need,40.1,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,5.0
Western North,2014,unmet_need,27.4,percent,contraception,mics-indicators,Western (pre 2022),True,DHS,6.0
Western North,2016,unmet_need,,percent,contraception,mics-indicators,,False,MIS,2.0
Western North,2019,unmet_need,,percent,contraception,mics-indicators,,False,MIS,3.0
Western North,2022,unmet_need,22.7,percent,contraception,mics-indicators,Western North,False,DHS,3.0
Volta,1988,unmet_need,,percent,contraception,mics-indicators,,False,DHS,
Volta,1993,unmet_need,41.5,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,5.0
Volta,1998,unmet_need,39.3,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,5.0
Volta,2003,unmet_need,40.6,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,5.0
Volta,2008,unmet_need,34.8,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,5.0
Volta,2014,unmet_need,36.3,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,6.0
Volta,2016,unmet_need,,percent,contraception,mics-indicators,,False,MIS,2.0
Volta,2019,unmet_need,,percent,contraception,mics-indicators,,False,MIS,3.0
Volta,2022,unmet_need,28.1,percent,contraception,mics-indicators,Volta (post 2022),True,DHS,3.0
Oti,1988,unmet_need,,percent,contraception,mics-indicators,,False,DHS,
Oti,1993,unmet_need,41.5,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,5.0
Oti,1998,unmet_need,39.3,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,5.0
Oti,2003,unmet_need,40.6,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,5.0
Oti,2008,unmet_need,34.8,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,5.0
Oti,2014,unmet_need,36.3,percent,contraception,mics-indicators,Volta (pre 2022),True,DHS,6.0
Oti,2016,unmet_need,,percent,contraception,mics-indicators,,False,MIS,2.0
Oti,2019,unmet_need,,percent,contraception,mics-indicators,,False,MIS,3.0
Oti,2022,unmet_need,25.7,percent,contraception,mics-indicators,Oti,False,DHS,3.0
Ahafo,1988,unmet_need,,percent,contraception,mics-indicators,,False,DHS,
Ahafo,1993,unmet_need,40.1,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Ahafo,1998,unmet_need,35.9,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Ahafo,2003,unmet_need,32.5,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Ahafo,2008,unmet_need,35.3,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Ahafo,2014,unmet_need,26.5,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,6.0
Ahafo,2016,unmet_need,,percent,contraception,mics-indicators,,False,MIS,2.0
Ahafo,2019,unmet_need,,percent,contraception,mics-indicators,,False,MIS,3.0
Ahafo,2022,unmet_need,24.1,percent,contraception,mics-indicators,Ahafo,False,DHS,3.0
Bono,1988,unmet_need,,percent,contraception,mics-indicators,,False,DHS,
Bono,1993,unmet_need,40.1,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Bono,1998,unmet_need,35.9,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Bono,2003,unmet_need,32.5,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Bono,2008,unmet_need,35.3,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Bono,2014,unmet_need,26.5,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,6.0
Bono,2016,unmet_need,,percent,contraception,mics-indicators,,False,MIS,2.0
Bono,2019,unmet_need,,percent,contraception,mics-indicators,,False,MIS,3.0
Bono,2022,unmet_need,23.7,percent,contraception,mics-indicators,Bono,False,DHS,3.0
Bono East,1988,unmet_need,,percent,contraception,mics-indicators,,False,DHS,
Bono East,1993,unmet_need,40.1,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Bono East,1998,unmet_need,35.9,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Bono East,2003,unmet_need,32.5,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Bono East,2008,unmet_need,35.3,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,5.0
Bono East,2014,unmet_need,26.5,percent,contraception,mics-indicators,Brong-Ahafo,True,DHS,6.0
Bono East,2016,unmet_need,,percent,contraception,mics-indicators,,False,MIS,2.0
Bono East,2019,unmet_need,,percent,contraception,mics-indicators,,False,MIS,3.0
Bono East,2022,unmet_need,29.6,percent,contraception,mics-indicators,Bono East,False,DHS,3.0
Northern,1988,unmet_need,,percent,contraception,mics-indicators,,False,DHS,
Northern,1993,unmet_need,30.6,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
Northern,1998,unmet_need,31.4,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
Northern,2003,unmet_need,35.3,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
Northern,2008,unmet_need,32.5,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,5.0
Northern,2014,unmet_need,27.8,percent,contraception,mics-indicators,Northern (pre 2022),True,DHS,6.0
