region,year,indicator,value,unit,theme,source_csv,source_label,inherited,survey_type,dt_years
Bono East,2019,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,3.0
Bono East,2022,age_first_birth,20.8,years,covariate,dhs-mobile,Bono East,False,DHS,3.0
Northern,1988,age_first_birth,19.3,years,covariate,dhs-mobile,"Northern, Upper West, Upper East",True,DHS,
Northern,1993,age_first_birth,20.8,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
Northern,1998,age_first_birth,20.2,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
Northern,2003,age_first_birth,21.1,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
Northern,2008,age_first_birth,20.7,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
Northern,2014,age_first_birth,20.2,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,6.0
Northern,2016,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,2.0
Northern,2019,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,3.0
Northern,2022,age_first_birth,21.9,years,covariate,dhs-mobile,Northern(post 2022),True,DHS,3.0
Savannah,1988,age_first_birth,19.3,years,covariate,dhs-mobile,"Northern, Upper West, Upper East",True,DHS,
Savannah,1993,age_first_birth,20.8,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
Savannah,1998,age_first_birth,20.2,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
Savannah,2003,age_first_birth,21.1,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
Savannah,2008,age_first_birth,20.7,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
Savannah,2014,age_first_birth,20.2,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,6.0
Savannah,2016,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,2.0
Savannah,2019,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,3.0
Savannah,2022,age_first_birth,20.9,years,covariate,dhs-mobile,Savannah,False,DHS,3.0
North East,1988,age_first_birth,19.3,years,covariate,dhs-mobile,"Northern, Upper West, Upper East",True,DHS,
North East,1993,age_first_birth,20.8,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
North East,1998,age_first_birth,20.2,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
North East,2003,age_first_birth,21.1,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
North East,2008,age_first_birth,20.7,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
North East,2014,age_first_birth,20.2,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,6.0
North East,2016,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,2.0
North East,2019,age_first_birth,,years,covariate,dhs-mobile,,False,MIS,3.0
North East,2022,age_first_birth,20.5,years,covariate,dhs-mobile,Northeast,True,DHS,3.0
Ashanti,1988,age_first_marriage,17.5,years,covariate,dhs-mobile,Ashanti,False,DHS,
Ashanti,1993,age_first_marriage,18.6,years,covariate,dhs-mobile,Ashanti,False,DHS,5.0
Ashanti,1998,age_first_marriage,18.8,years,covariate,dhs-mobile,Ashanti,False,DHS,5.0
Ashanti,2003,age_first_marriage,18.9,years,covariate,dhs-mobile,Ashanti,False,DHS,5.0
Ashanti,2008,age_first_marriage,19.5,years,covariate,dhs-mobile,Ashanti,False,DHS,5.0
Ashanti,2014,age_first_marriage,20.8,years,covariate,dhs-mobile,Ashanti,False,DHS,6.0
Ashanti,2016,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,2.0
Ashanti,2019,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,3.0
Ashanti,2022,age_first_marriage,21.3,years,covariate,dhs-mobile,Ashanti,False,DHS,3.0
Central,1988,age_first_marriage,18.3,years,covariate,dhs-mobile,Central,False,DHS,
Central,1993,age_first_marriage,18.5,years,covariate,dhs-mobile,Central,False,DHS,5.0
Central,1998,age_first_marriage,19.3,years,covariate,dhs-mobile,Central,False,DHS,5.0
Central,2003,age_first_marriage,19.1,years,covariate,dhs-mobile,Central,False,DHS,5.0
Central,2008,age_first_marriage,19.7,years,covariate,dhs-mobile,Central,False,DHS,5.0
Central,2014,age_first_marriage,20.0,years,covariate,dhs-mobile,Central,False,DHS,6.0
Central,2016,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,2.0
Central,2019,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,3.0
Central,2022,age_first_marriage,21.3,years,covariate,dhs-mobile,Central,False,DHS,3.0
Greater Accra,1988,age_first_marriage,18.8,years,covariate,dhs-mobile,Greater Accra,False,DHS,
Greater Accra,1993,age_first_marriage,20.1,years,covariate,dhs-mobile,Greater Accra,False,DHS,5.0
Greater Accra,1998,age_first_marriage,20.4,years,covariate,dhs-mobile,Greater Accra,False,DHS,5.0
Greater Accra,2003,age_first_marriage,20.9,years,covariate,dhs-mobile,Greater Accra,False,DHS,5.0
Greater Accra,2008,age_first_marriage,22.9,years,covariate,dhs-mobile,Greater Accra,False,DHS,5.0
Greater Accra,2014,age_first_marriage,23.7,years,covariate,dhs-mobile,Greater Accra,False,DHS,6.0
Greater Accra,2016,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,2.0
Greater Accra,2019,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,3.0
Greater Accra,2022,age_first_marriage,24.7,years,covariate,dhs-mobile,Greater Accra,False,DHS,3.0
Eastern,1988,age_first_marriage,18.4,years,covariate,dhs-mobile,Eastern,False,DHS,
Eastern,1993,age_first_marriage,19.1,years,covariate,dhs-mobile,Eastern,False,DHS,5.0
Eastern,1998,age_first_marriage,18.7,years,covariate,dhs-mobile,Eastern,False,DHS,5.0
Eastern,2003,age_first_marriage,19.8,years,covariate,dhs-mobile,Eastern,False,DHS,5.0
Eastern,2008,age_first_marriage,19.9,years,covariate,dhs-mobile,Eastern,False,DHS,5.0
Eastern,2014,age_first_marriage,20.4,years,covariate,dhs-mobile,Eastern,False,DHS,6.0
Eastern,2016,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,2.0
Eastern,2019,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,3.0
Eastern,2022,age_first_marriage,22.1,years,covariate,dhs-mobile,Eastern,False,DHS,3.0
Upper East,1988,age_first_marriage,17.8,years,covariate,dhs-mobile,"Northern, Upper West, Upper East",True,DHS,
Upper East,1993,age_first_marriage,18.3,years,covariate,dhs-mobile,Upper East,False,DHS,5.0
Upper East,1998,age_first_marriage,18.8,years,covariate,dhs-mobile,Upper East,False,DHS,5.0
Upper East,2003,age_first_marriage,18.3,years,covariate,dhs-mobile,Upper East,False,DHS,5.0
Upper East,2008,age_first_marriage,17.8,years,covariate,dhs-mobile,Upper East,False,DHS,5.0
Upper East,2014,age_first_marriage,18.9,years,covariate,dhs-mobile,Upper East,False,DHS,6.0
Upper East,2016,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,2.0
Upper East,2019,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,3.0
Upper East,2022,age_first_marriage,20.0,years,covariate,dhs-mobile,Upper East,False,DHS,3.0
Upper West,1988,age_first_marriage,17.8,years,covariate,dhs-mobile,"Northern, Upper West, Upper East",True,DHS,
Upper West,1993,age_first_marriage,18.8,years,covariate,dhs-mobile,Upper West,False,DHS,5.0
Upper West,1998,age_first_marriage,19.2,years,covariate,dhs-mobile,Upper West,False,DHS,5.0
Upper West,2003,age_first_marriage,19.1,years,covariate,dhs-mobile,Upper West,False,DHS,5.0
Upper West,2008,age_first_marriage,18.1,years,covariate,dhs-mobile,Upper West,False,DHS,5.0
Upper West,2014,age_first_marriage,18.9,years,covariate,dhs-mobile,Upper West,False,DHS,6.0
Upper West,2016,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,2.0
Upper West,2019,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,3.0
Upper West,2022,age_first_marriage,21.1,years,covariate,dhs-mobile,Upper West,False,DHS,3.0
Western,1988,age_first_marriage,18.0,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,
Western,1993,age_first_marriage,18.3,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,5.0
Western,1998,age_first_marriage,19.2,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,5.0
Western,2003,age_first_marriage,19.5,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,5.0
Western,2008,age_first_marriage,20.3,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,5.0
Western,2014,age_first_marriage,19.8,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,6.0
Western,2016,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,2.0
Western,2019,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,3.0
Western,2022,age_first_marriage,23.5,years,covariate,dhs-mobile,Western (post 2022),True,DHS,3.0
Western North,1988,age_first_marriage,18.0,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,
Western North,1993,age_first_marriage,18.3,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,5.0
Western North,1998,age_first_marriage,19.2,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,5.0
Western North,2003,age_first_marriage,19.5,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,5.0
Western North,2008,age_first_marriage,20.3,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,5.0
Western North,2014,age_first_marriage,19.8,years,covariate,dhs-mobile,Western (pre 2022),True,DHS,6.0
Western North,2016,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,2.0
Western North,2019,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,3.0
Western North,2022,age_first_marriage,20.4,years,covariate,dhs-mobile,Western North,False,DHS,3.0
Volta,1988,age_first_marriage,18.7,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,
Volta,1993,age_first_marriage,18.9,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,5.0
Volta,1998,age_first_marriage,18.9,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,5.0
Volta,2003,age_first_marriage,19.5,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,5.0
Volta,2008,age_first_marriage,19.2,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,5.0
Volta,2014,age_first_marriage,20.5,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,6.0
Volta,2016,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,2.0
Volta,2019,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,3.0
Volta,2022,age_first_marriage,21.7,years,covariate,dhs-mobile,Volta (post 2022),True,DHS,3.0
Oti,1988,age_first_marriage,18.7,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,
Oti,1993,age_first_marriage,18.9,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,5.0
Oti,1998,age_first_marriage,18.9,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,5.0
Oti,2003,age_first_marriage,19.5,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,5.0
Oti,2008,age_first_marriage,19.2,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,5.0
Oti,2014,age_first_marriage,20.5,years,covariate,dhs-mobile,Volta (pre 2022),True,DHS,6.0
Oti,2016,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,2.0
Oti,2019,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,3.0
Oti,2022,age_first_marriage,20.7,years,covariate,dhs-mobile,Oti,False,DHS,3.0
Ahafo,1988,age_first_marriage,18.0,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,
Ahafo,1993,age_first_marriage,18.3,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Ahafo,1998,age_first_marriage,18.2,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Ahafo,2003,age_first_marriage,18.9,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Ahafo,2008,age_first_marriage,18.4,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Ahafo,2014,age_first_marriage,21.5,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,6.0
Ahafo,2016,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,2.0
Ahafo,2019,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,3.0
Ahafo,2022,age_first_marriage,20.5,years,covariate,dhs-mobile,Ahafo,False,DHS,3.0
Bono,1988,age_first_marriage,18.0,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,
Bono,1993,age_first_marriage,18.3,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Bono,1998,age_first_marriage,18.2,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Bono,2003,age_first_marriage,18.9,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Bono,2008,age_first_marriage,18.4,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Bono,2014,age_first_marriage,21.5,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,6.0
Bono,2016,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,2.0
Bono,2019,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,3.0
Bono,2022,age_first_marriage,23.1,years,covariate,dhs-mobile,Bono,False,DHS,3.0
Bono East,1988,age_first_marriage,18.0,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,
Bono East,1993,age_first_marriage,18.3,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Bono East,1998,age_first_marriage,18.2,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Bono East,2003,age_first_marriage,18.9,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Bono East,2008,age_first_marriage,18.4,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,5.0
Bono East,2014,age_first_marriage,21.5,years,covariate,dhs-mobile,Brong-Ahafo,True,DHS,6.0
Bono East,2016,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,2.0
Bono East,2019,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,3.0
Bono East,2022,age_first_marriage,20.7,years,covariate,dhs-mobile,Bono East,False,DHS,3.0
Northern,1988,age_first_marriage,17.8,years,covariate,dhs-mobile,"Northern, Upper West, Upper East",True,DHS,
Northern,1993,age_first_marriage,19.4,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
Northern,1998,age_first_marriage,18.7,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
Northern,2003,age_first_marriage,19.2,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
Northern,2008,age_first_marriage,19.3,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
Northern,2014,age_first_marriage,18.7,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,6.0
Northern,2016,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,2.0
Northern,2019,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,3.0
Northern,2022,age_first_marriage,20.4,years,covariate,dhs-mobile,Northern(post 2022),True,DHS,3.0
Savannah,1988,age_first_marriage,17.8,years,covariate,dhs-mobile,"Northern, Upper West, Upper East",True,DHS,
Savannah,1993,age_first_marriage,19.4,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
Savannah,1998,age_first_marriage,18.7,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
Savannah,2003,age_first_marriage,19.2,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
Savannah,2008,age_first_marriage,19.3,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
Savannah,2014,age_first_marriage,18.7,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,6.0
Savannah,2016,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,2.0
Savannah,2019,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,3.0
Savannah,2022,age_first_marriage,20.2,years,covariate,dhs-mobile,Savannah,False,DHS,3.0
North East,1988,age_first_marriage,17.8,years,covariate,dhs-mobile,"Northern, Upper West, Upper East",True,DHS,
North East,1993,age_first_marriage,19.4,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
North East,1998,age_first_marriage,18.7,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
North East,2003,age_first_marriage,19.2,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
North East,2008,age_first_marriage,19.3,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,5.0
North East,2014,age_first_marriage,18.7,years,covariate,dhs-mobile,Northern (pre 2022),True,DHS,6.0
North East,2016,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,2.0
North East,2019,age_first_marriage,,years,covariate,dhs-mobile,,False,MIS,3.0
North East,2022,age_first_marriage,19.4,years,covariate,dhs-mobile,Northeast,True,DHS,3.0
